RespondentId,ArticleId,ExternalId,Partisanship,Polarity,Pro-,Anti-
25853189,2913577,0,Bevooroordeeld,Rechts,,
25853189,2913578,10672995,Onbevooroordeeld,Anders,,
25853189,2913580,10673425,Onbevooroordeeld,Progressief,,
25853189,2913581,10673620,Onbevooroordeeld,Anders,,
25853189,2980793,10770818,Onbevooroordeeld,Niet bevooroordeeld,,
25853189,2980794,10770819,Onbevooroordeeld,Niet bevooroordeeld,,
25853189,2980912,10772451,Onbevooroordeeld,Niet bevooroordeeld,,
25853189,2980917,10772466,Onbevooroordeeld,Niet bevooroordeeld,,
25853189,2980970,10773662,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853189,3007304,10804781,Onbevooroordeeld,Niet bevooroordeeld,,
25853189,3007420,10806580,Onbevooroordeeld,Niet bevooroordeeld,,
25853189,3007428,10806590,Onbevooroordeeld,Niet bevooroordeeld,,
25853196,2946250,10727501,Bevooroordeeld,Anders,pro natuurbeweging,anti agrariers
25853196,2946254,10727512,Bevooroordeeld,Anders,,"anti Madrid, regering Spanje"
25853196,2946255,10727513,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853196,2946282,10729046,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853196,2946283,10729047,Enigszins bevooroordeeld,Conservatief,Anti Trump,
25853196,2946285,10729049,Onbevooroordeeld,Weet niet,,
25853196,2946294,10729359,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853196,2946295,10729360,Enigszins bevooroordeeld,Conservatief,,Beetje stemming maken tegen SGP ...
25853196,2946298,10729363,Onbevooroordeeld,Niet bevooroordeeld,,
25853196,2946309,10730056,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853196,2946310,10730058,Onbevooroordeeld,Niet bevooroordeeld,,
25853196,2946311,10730068,Onbevooroordeeld,Niet bevooroordeeld,,
25853196,2946312,10730069,Onbevooroordeeld,Niet bevooroordeeld,,
25853196,2946315,10730395,Enigszins bevooroordeeld,Rechts,,
25853207,2945466,10726393,Onbevooroordeeld,Niet bevooroordeeld,We laten het gezwam van de hr Baudet dan maar even buiten beschouwing.,
25853219,2946513,10728846,Enigszins bevooroordeeld,Weet niet,,
25853219,2946627,10730743,Bevooroordeeld,Rechts,,
25853225,3001824,10796935,Onbevooroordeeld,Niet bevooroordeeld,,
25853225,3001946,10799160,Onbevooroordeeld,Niet bevooroordeeld,,
25853235,2994876,10791371,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853235,2994902,10791710,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853235,2994927,10792044,Bevooroordeeld,Rechts,,
25853251,2986217,10778787,Weet niet / onmogelijk om te bepalen,Links,,
25853251,2986235,10779117,Enigszins bevooroordeeld,Conservatief,,
25853256,2963543,10750589,Onbevooroordeeld,Progressief,,
25853259,2871098,10591867,Enigszins bevooroordeeld,Anders,,
25853259,2871108,10592142,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853259,2871119,10592824,Onbevooroordeeld,Niet bevooroordeeld,,
25853259,2871120,10592825,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853259,2871153,10593552,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853263,2983012,10775942,Onbevooroordeeld,Weet niet,,
25853263,2983013,10775943,Redelijk onbevooroordeeld,Rechts,,
25853263,2983029,10776505,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853263,2983032,10776533,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853263,2983036,10776564,Redelijk onbevooroordeeld,Progressief,,
25853269,2913839,10676583,Bevooroordeeld,Rechts,,
25853269,2913840,10676584,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853269,2913841,10676591,Onbevooroordeeld,Niet bevooroordeeld,,
25853269,2913921,10676955,Onbevooroordeeld,Niet bevooroordeeld,,
25853269,2913922,10676970,Bevooroordeeld,Rechts,,
25853269,2914084,10678012,Bevooroordeeld,Progressief,pro groen links ,
25853269,2914086,10678022,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853269,3003819,10801199,Enigszins bevooroordeeld,Anders,,
25853269,3003838,10801594,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853269,3003848,10802105,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853272,2871119,10592824,Redelijk onbevooroordeeld,Progressief,Pro arbeidsmarkt,
25853272,2871151,10593548,Redelijk onbevooroordeeld,Links,,
25853272,2871153,10593552,Redelijk onbevooroordeeld,Links,Pro getroffenen,
25853276,2945076,10724115,Enigszins bevooroordeeld,Progressief,,
25853276,2945133,10724267,Redelijk onbevooroordeeld,Rechts,,
25853276,2945388,10725905,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853298,2981177,10771631,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853298,2981183,10771795,Onbevooroordeeld,Niet bevooroordeeld,,
25853298,2981237,10772704,Onbevooroordeeld,Niet bevooroordeeld,,
25853298,2981238,10772705,Onbevooroordeeld,Niet bevooroordeeld,,
25853298,2981243,10772879,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853301,2987555,10778906,Enigszins bevooroordeeld,Anders,,
25853301,2987569,10779005,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987581,10779372,Enigszins bevooroordeeld,Progressief,Anti de EU,
25853301,2987582,10779373,Onbevooroordeeld,Anders,,
25853301,2987585,10779398,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987642,10779954,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987653,10780042,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987671,10780277,Weet niet / onmogelijk om te bepalen,Niet bevooroordeeld,,
25853301,2987673,10780279,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987676,10780282,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987677,10780283,Onbevooroordeeld,Niet bevooroordeeld,,
25853301,2987678,10780284,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,2980794,10770819,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,2980795,10770820,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,2980876,10772079,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,2980879,10772113,Onbevooroordeeld,Rechts;Conservatief,,
25853305,2980912,10772451,Redelijk onbevooroordeeld,Conservatief,,
25853305,2980917,10772466,Enigszins bevooroordeeld,Conservatief,,
25853305,2980922,10772692,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853305,2980924,10772697,Enigszins bevooroordeeld,Progressief,,
25853305,2980969,10773661,Enigszins bevooroordeeld,Weet niet,,
25853305,2980970,10773662,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007298,10804592,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007302,10804779,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007303,10804780,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007304,10804781,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007355,10805514,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007360,10805520,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007420,10806580,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007426,10806586,Onbevooroordeeld,Niet bevooroordeeld,,
25853305,3007428,10806590,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853317,3006233,10805453,Onbevooroordeeld,Niet bevooroordeeld,,
25853317,3008463,10804143,Redelijk onbevooroordeeld,Conservatief,,
25853317,3008687,10805473,Onbevooroordeeld,Conservatief,,
25853321,2987558,10778914,Onbevooroordeeld,Niet bevooroordeeld,,
25853321,2987569,10779005,Onbevooroordeeld,Niet bevooroordeeld,,
25853321,2987581,10779372,Onbevooroordeeld,Niet bevooroordeeld,,
25853340,2963990,10749010,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2963991,10749011,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964000,10749020,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964045,10750122,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964046,10750171,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964047,10750172,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964048,10750447,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964052,10750588,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964053,10750589,Enigszins bevooroordeeld,Progressief,,
25853340,2964059,10751010,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964060,10751012,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964080,10751799,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964081,10751821,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853340,2964122,10751987,Weet niet / onmogelijk om te bepalen,Niet bevooroordeeld,,
25853340,2964125,10751990,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910492,10668270,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910493,10668271,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910495,10668274,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910497,10668279,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910513,10669076,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910546,10670563,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910547,10670564,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853346,2910553,10670602,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853348,2964059,10751010,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853348,2964060,10751012,Onbevooroordeeld,Weet niet,,
25853348,2964080,10751799,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853348,2964122,10751987,Redelijk onbevooroordeeld,Weet niet,,
25853348,3001798,10796126,Onbevooroordeeld,Niet bevooroordeeld,,
25853348,3001800,10796132,Bevooroordeeld,Conservatief,,
25853348,3001804,10796140,Onbevooroordeeld,Niet bevooroordeeld,,
25853348,3001805,10796141,Onbevooroordeeld,Niet bevooroordeeld,,
25853348,3001825,10796936,Onbevooroordeeld,Niet bevooroordeeld,,
25853348,3001829,10796947,Onbevooroordeeld,Conservatief,,
25853348,3001946,10799160,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853348,3001948,10799163,Onbevooroordeeld,Niet bevooroordeeld,,
25853348,3001951,10799167,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853348,3001952,10799168,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853348,3001955,10799171,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853362,2966522,10753574,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2968926,10753307,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2968927,10753308,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2968928,10753309,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2968972,10753573,Redelijk onbevooroordeeld,Anders,,
25853362,2969000,10753772,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2969001,10753774,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2969080,10754071,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2969081,10754072,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2969082,10754073,Onbevooroordeeld,Niet bevooroordeeld,,
25853362,2969309,10755457,Enigszins bevooroordeeld,Conservatief,"Het is niet echt bevooroordeeld, maar het geeft een nogal simpele mening weer. ","Zie boven. 
Maar ik vind het prima zo, een columnist mag haar/zijn eigen mening geven. "
25853362,2969311,10755460,Onbevooroordeeld,Niet bevooroordeeld,,
25853375,3007302,10804779,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853375,3007355,10805514,Onbevooroordeeld,Niet bevooroordeeld,,
25853375,3007420,10806580,Onbevooroordeeld,Niet bevooroordeeld,,
25853375,3007428,10806590,Onbevooroordeeld,Niet bevooroordeeld,,
25853400,2923021,0,Redelijk onbevooroordeeld,Conservatief,,
25853400,2923023,10686348,Weet niet / onmogelijk om te bepalen,Conservatief,,
25853400,2923031,10686009,Onbevooroordeeld,Weet niet,,
25853400,2961341,10746191,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853400,2961374,10746780,Onbevooroordeeld,Rechts,,
25853400,2961376,10746850,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853400,2961393,10746967,Redelijk onbevooroordeeld,Weet niet,,
25853402,3000608,10796543,Redelijk onbevooroordeeld,Links,,
25853402,3000632,10797593,Onbevooroordeeld,Niet bevooroordeeld,,
25853406,2964712,10749080,Bevooroordeeld,Anders,,
25853406,2964721,10749165,Enigszins bevooroordeeld,Anders,,
25853406,2964876,10749901,Weet niet / onmogelijk om te bepalen,Weet niet,geen,geen
25853406,2965022,10750666,Redelijk onbevooroordeeld,Progressief,geen,nvt
25853406,2965023,10750668,Enigszins bevooroordeeld,Anders,,
25853406,2965149,10751720,Enigszins bevooroordeeld,Anders,.,.
25853430,2923024,10686404,Onbevooroordeeld,Niet bevooroordeeld,,
25853430,2923025,0,Onbevooroordeeld,Weet niet,,
25853430,2923026,10685498,Onbevooroordeeld,Progressief,,
25853430,2923029,10685997,Onbevooroordeeld,Niet bevooroordeeld,,
25853430,2923030,10686008,Onbevooroordeeld,Niet bevooroordeeld,,
25853465,2954873,10741530,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853465,2954900,10742575,Onbevooroordeeld,Niet bevooroordeeld,,
25853465,2954902,10742577,Redelijk onbevooroordeeld,Links,,"lees een artikel over of rond deze mevrouw altijd bevoooroordeeld, want vertrouw haar absoluut niet"
25853466,2942823,10724265,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853466,2945135,10724269,Bevooroordeeld,Rechts,,waarom mensen een stem advies geven net of Groen Links dit veroorzaakt heeft 
25853466,2945145,10724279,Onbevooroordeeld,Niet bevooroordeeld,,
25853466,2945466,10726393,Onbevooroordeeld,Weet niet,,
25853488,2987801,10778639,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853488,2987916,10780211,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,2987942,10780547,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,2987943,10780548,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,3005198,10800986,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,3005206,10800994,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,3005214,10801103,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,3005221,10801128,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853488,3005243,10801537,Onbevooroordeeld,Niet bevooroordeeld,,
25853488,3005286,10802216,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2962629,10749901,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2962897,10751717,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2965847,10749175,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2965851,10749179,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2965853,10749186,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2966102,10750338,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2966144,10750666,Onbevooroordeeld,Niet bevooroordeeld,,
25853497,2966145,10750668,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987778,10778380,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987793,10778486,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987912,10780207,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987916,10780211,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987939,10780528,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987941,10780530,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987942,10780547,Onbevooroordeeld,Niet bevooroordeeld,,
25853502,2987943,10780548,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960282,10745163,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960293,10745256,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960307,10746369,Enigszins bevooroordeeld,Links;Progressief,anti auto lobby,
25853506,2960327,10747477,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960332,10747483,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960336,10747709,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960339,10747792,Onbevooroordeeld,Niet bevooroordeeld,,
25853506,2960340,10747795,Enigszins bevooroordeeld,Links;Anders,pro actievoerders tegen vliegveld,
25853506,2960342,10748016,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853509,2899631,10648739,Enigszins bevooroordeeld,Links,Duidelijk veel gekregen zonder de problemen van ouderen te kennen,Gewoon een kind van deze tijd
25853509,2899643,10648856,Onbevooroordeeld,Links,"Mijn probleem is met het beantwoorden is dat ik de gehele krant lees, bijna geen artikel oversla en het AD lees omdat de krant links van het midden is, dit als tegenhang van de Telegraaf die ik ook lees omdat die weer rechts is",Bij May weet je niet of ze slim bezig is of heel erg dom. 
25853509,2899689,10649079,Onbevooroordeeld,Anders,Opsomming van feitjes,Dat het meer voor de bühne is dat is toch typisch Trump 
25853517,2961729,10745657,Onbevooroordeeld,Weet niet,,
25853517,2961733,10746031,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853517,2961734,10746032,Onbevooroordeeld,Weet niet,,
25853517,2961756,10746704,Onbevooroordeeld,Weet niet,,
25853517,2961757,10746705,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853517,2961782,10747044,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853517,2961783,10747045,Onbevooroordeeld,Weet niet,,
25853517,2961784,10747048,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853517,2961800,10747311,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853517,2961803,10747314,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853517,2961806,10747337,Onbevooroordeeld,Weet niet,,
25853517,2961823,10747997,Onbevooroordeeld,Weet niet,,
25853517,2961825,10748052,Onbevooroordeeld,Weet niet,,
25853526,2956827,10742073,Bevooroordeeld,Links,,
25853526,2956832,10742083,Onbevooroordeeld,Progressief,,
25853527,2923015,10686279,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853527,2923021,0,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853527,2923025,0,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853527,2923026,10685498,Onbevooroordeeld,Niet bevooroordeeld,,
25853527,2923030,10686008,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853530,2980240,10771345,Onbevooroordeeld,Niet bevooroordeeld,,
25853530,2980247,10771544,Onbevooroordeeld,Niet bevooroordeeld,,
25853530,2980256,10772271,Redelijk onbevooroordeeld,Progressief,"Alleen al het feit dat er vrij kritisch bevraagd wordt, kan als progressief worden opgevat. Ik vind het niet bevooroordeeld maar denk dat anderen er wel iets op aan te merken kunnen hebben.",
25853530,2980269,10772810,Redelijk onbevooroordeeld,Conservatief,"Het artikel is 99% objectief maar belicht uitsluitend het standpunt van de bisschop. ""De excentrieke Valkering,"" dit is een waardeoordeel.",
25853532,2980234,10771231,Redelijk onbevooroordeeld,Links,,
25853532,2980245,10771542,Onbevooroordeeld,Niet bevooroordeeld,,
25853532,2980246,10771543,Redelijk onbevooroordeeld,Anders,,
25853532,2980247,10771544,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853532,2980256,10772271,Onbevooroordeeld,Niet bevooroordeeld,,
25853532,2980260,10772698,Redelijk onbevooroordeeld,Progressief,,
25853532,2980269,10772810,Onbevooroordeeld,Niet bevooroordeeld,,
25853543,2915612,10677494,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853543,2915636,10677686,Onbevooroordeeld,Weet niet,,
25853543,2915644,10677711,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853560,2978904,10766054,Enigszins bevooroordeeld,Progressief,,
25853560,2978916,10766113,Redelijk onbevooroordeeld,Conservatief,,
25853560,2979072,10766846,Bevooroordeeld,Conservatief,,
25853560,2979073,10766847,Onbevooroordeeld,Conservatief,,
25853560,2979108,10767089,Enigszins bevooroordeeld,Progressief,,
25853560,2979379,10768705,Enigszins bevooroordeeld,Progressief,,
25853570,2974675,10760971,Onbevooroordeeld,Weet niet,,
25853570,2974714,10762411,Onbevooroordeeld,Links,,
25853570,2974750,10763243,Onbevooroordeeld,Niet bevooroordeeld,,
25853570,2974856,10765370,Enigszins bevooroordeeld,Rechts,,
25853570,2974860,10765374,Enigszins bevooroordeeld,Anders,,
25853581,2980794,10770819,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853581,2980849,10771396,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853581,2980879,10772113,Redelijk onbevooroordeeld,Weet niet,,
25853581,2980922,10772692,Bevooroordeeld,Weet niet,,
25853581,2980924,10772697,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853581,2980970,10773662,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853586,2913569,0,Weet niet / onmogelijk om te bepalen,Weet niet,,
25853586,2913577,0,Onbevooroordeeld,Anders,Het geeft mi een beeld van de gebeurtenissen waarbij deze militair betrokkenheid had. ,
25853586,2980875,10772078,Onbevooroordeeld,Niet bevooroordeeld,,
25853586,2980917,10772466,Onbevooroordeeld,Niet bevooroordeeld,,
25853586,3007355,10805514,Weet niet / onmogelijk om te bepalen,Niet bevooroordeeld,,
25853586,3007361,10805526,Onbevooroordeeld,Niet bevooroordeeld,,
25853618,2946250,10727501,Weet niet / onmogelijk om te bepalen,Anders,,
25853618,2946255,10727513,Onbevooroordeeld,Weet niet,,
25853618,2946281,10729045,Onbevooroordeeld,Niet bevooroordeeld,,
25853618,2946285,10729049,Onbevooroordeeld,Conservatief,,
25853618,2946294,10729359,Weet niet / onmogelijk om te bepalen,Weet niet,Pro veiligheid.,Anti terrorisme.
25853618,2946295,10729360,Weet niet / onmogelijk om te bepalen,Rechts,Geen mening,Geen mening.
25853618,2946310,10730058,Weet niet / onmogelijk om te bepalen,Weet niet,Dit lag in de lijn der verwachting.,zie boven
25853618,2946311,10730068,Weet niet / onmogelijk om te bepalen,Links,,
25853623,2956588,10740518,Onbevooroordeeld,Niet bevooroordeeld,,
25853623,2956600,10740614,Onbevooroordeeld,Niet bevooroordeeld,,
25853623,2956825,10742069,Onbevooroordeeld,Niet bevooroordeeld,,
25853623,2956830,10742077,Onbevooroordeeld,Niet bevooroordeeld,,
25853626,2987555,10778906,Onbevooroordeeld,Anders,,
25853626,2987557,10778913,Onbevooroordeeld,Niet bevooroordeeld,,
25853626,2987581,10779372,Redelijk onbevooroordeeld,Conservatief,,
25853626,2987677,10780283,Redelijk onbevooroordeeld,Weet niet,,
25853628,2960307,10746369,Onbevooroordeeld,Niet bevooroordeeld,,
25853640,2960297,10746033,Bevooroordeeld,Progressief,Steun voor de niet-kapitalistische groep van de samenleving en de 'gewone' burgers met een kleine portemonnee,"anti-kapitalistisch, anti-projectontwikkelaars voor nieuwbouw van dure woningen i.p.v. betaalbare duurzame woningen voor het lenigen van de woningnood voor inkomstenverdieners onder de 30.000 euro per jaar."
25853640,2960332,10747483,Onbevooroordeeld,Niet bevooroordeeld,,
25853640,2960339,10747792,Redelijk onbevooroordeeld,Weet niet,,
25853640,2960342,10748016,Redelijk onbevooroordeeld,Weet niet,,
25853640,2960343,10748045,Enigszins bevooroordeeld,Anders,Veel aandacht voor positieve opmerkingen van Trump tegenover Netanyahu,"pro-Trump,  pro-Israël m.n. de zin  ""dat de VS erkennen dat de Golanhoogten tot Israël behoren.""  Dat suggereert namelijk dat er al sprake was van erkenning van Israëls annexatie terwijl er niet staat dat het door Israël onrechtmatig geannexeerd bezet Syrisch grondgebied is."
25853657,2943249,10723095,Onbevooroordeeld,Niet bevooroordeeld,,
25853657,2943309,10723089,Onbevooroordeeld,Niet bevooroordeeld,,
25853657,2943336,10723125,Onbevooroordeeld,Niet bevooroordeeld,,
25853657,2943339,10723154,Onbevooroordeeld,Niet bevooroordeeld,,
25853657,2943350,10723242,Onbevooroordeeld,Anders,,
25853657,2943351,10723243,Onbevooroordeeld,Niet bevooroordeeld,,
25853657,2943356,10723266,Enigszins bevooroordeeld,Anders,,
25853684,2978916,10766113,Bevooroordeeld,Anders,eenzijdig en half. Zie vorige opmerking.,
25853684,2978918,10766115,Weet niet / onmogelijk om te bepalen,Niet bevooroordeeld,,
25853684,2978929,10766160,Onbevooroordeeld,Niet bevooroordeeld,,
25853684,2978999,10766511,Onbevooroordeeld,Niet bevooroordeeld,,
25853684,2979072,10766846,Onbevooroordeeld,Niet bevooroordeeld,,
25853684,2979073,10766847,Onbevooroordeeld,Niet bevooroordeeld,,
25853684,2979379,10768705,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853701,3005198,10800986,Enigszins bevooroordeeld,Links,,
25853701,3005205,10800993,Enigszins bevooroordeeld,Niet bevooroordeeld,,
25853701,3005220,10801124,Onbevooroordeeld,Niet bevooroordeeld,,
25853701,3005221,10801128,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853701,3005242,10801536,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853701,3005284,10802213,Enigszins bevooroordeeld,Niet bevooroordeeld,,
25853701,3005286,10802216,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853705,2999764,10796556,Onbevooroordeeld,Niet bevooroordeeld,,
25853705,3002587,10796427,Enigszins bevooroordeeld,Weet niet,,
25853705,3002746,10797500,Onbevooroordeeld,Niet bevooroordeeld,,
25853705,3002779,10797648,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853705,3002801,10797685,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986217,10778787,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986227,10779049,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986229,10779051,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986237,10779603,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986242,10779756,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986254,10780085,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986255,10780087,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986265,10780464,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986267,10780466,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986268,10780467,Onbevooroordeeld,Niet bevooroordeeld,,
25853709,2986271,10780699,Onbevooroordeeld,Niet bevooroordeeld,,
25853720,2923021,0,Redelijk onbevooroordeeld,Weet niet,,
25853720,2923027,10685499,Enigszins bevooroordeeld,Weet niet,,
25853720,2923028,10686233,Onbevooroordeeld,Weet niet,,
25853720,2923031,10686009,Onbevooroordeeld,Niet bevooroordeeld,,
25853722,2993630,10791639,Redelijk onbevooroordeeld,Weet niet,,
25853722,2993631,10791640,Redelijk onbevooroordeeld,Weet niet,,
25853722,2993633,10791643,Redelijk onbevooroordeeld,Weet niet,,
25853722,2993666,10793082,Redelijk onbevooroordeeld,Weet niet,,
25853722,2993676,10793585,Redelijk onbevooroordeeld,Weet niet,,
25853733,2915586,10677266,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
25853733,2915587,10677282,Onbevooroordeeld,Niet bevooroordeeld,,
25853733,2915588,10677283,Onbevooroordeeld,Niet bevooroordeeld,,
25853733,2915638,10677688,Onbevooroordeeld,Niet bevooroordeeld,,
25853733,2915644,10677711,Onbevooroordeeld,Niet bevooroordeeld,,
25853733,2915700,10678772,Onbevooroordeeld,Niet bevooroordeeld,,
25853733,2915701,10678773,Redelijk onbevooroordeeld,Niet bevooroordeeld,,
