RespondentId,Gender,Political_standpoint,Vote_for_party
25847355,M,(Gematigd) links,Wil ik niet zeggen
25848042,F,(Gematigd) links,GroenLinks
25848085,M,Midden,CDA
25831578,M,(Gematigd) rechts,Forum voor Democratie
25829360,M,(Gematigd) links,D66
25864028,M,Midden,Weet ik (nog) niet
25847253,M,Midden,CDA
25860834,M,(Gematigd) rechts,Weet ik (nog) niet
25854153,F,(Gematigd) rechts,VVD
25832136,M,Midden,VVD
25845517,M,Midden,Weet ik (nog) niet
25850632,M,(Gematigd) rechts,CDA
25862841,M,Midden,PvdA
25829614,M,(Gematigd) links,PvdA
25831451,M,Midden,Partij voor de Dieren
25844849,M,(Gematigd) links,GroenLinks
25850231,M,Midden,ChristenUnie
25847755,F,(Gematigd) rechts,Wil ik niet zeggen
25853066,M,(Gematigd) links,Weet ik (nog) niet
25839492,F,Midden,50 Plus
25858248,M,Midden,VVD
25853400,M,(Gematigd) rechts,SGP
25863306,M,Midden,CDA
25835885,M,Midden,VVD
25860895,M,(Gematigd) links,SP
25857587,M,(Gematigd) links,GroenLinks
25854203,F,Midden,Weet ik (nog) niet
25851450,M,(Gematigd) links,PvdA
25857928,M,Midden,50 Plus
25830124,M,Midden,CDA
25838411,M,(Gematigd) links,GroenLinks
25862454,M,(Gematigd) rechts,ChristenUnie
25834880,M,(Gematigd) links,50 Plus
25848933,M,(Gematigd) links,PvdA
25831401,M,Midden,Blanco / ongeldig
25854195,M,(Gematigd) links,PvdA
25838061,M,Midden,50 Plus
25868450,M,(Gematigd) rechts,VVD
25839684,F,(Gematigd) rechts,CDA
25847366,M,(Gematigd) links,Partij voor de Dieren
25839956,M,Midden,Weet ik (nog) niet
25846867,F,Midden,CDA
25843131,M,(Gematigd) rechts,50 Plus
25857300,M,Midden,VVD
25835533,M,Midden,Wil ik niet zeggen
25851287,F,Midden,D66
25857297,M,(Gematigd) links,PvdA
25844396,M,Midden,D66
25833836,M,Midden,Weet ik (nog) niet
25842992,F,(Gematigd) links,GroenLinks
25866327,F,Midden,GroenLinks
25846730,M,(Gematigd) links,PvdA
25867965,M,(Gematigd) rechts,CDA
25849568,M,(Gematigd) links,GroenLinks
25859810,M,(Gematigd) rechts,VVD
25845750,F,(Gematigd) links,PvdA
25830135,F,Midden,Weet ik (nog) niet
25856302,M,(Gematigd) links,D66
25840260,M,(Gematigd) links,PvdA
25865248,F,Midden,Wil ik niet zeggen
25830781,M,(Gematigd) links,ChristenUnie
25856852,M,(Gematigd) rechts,Forum voor Democratie
25830818,M,(Gematigd) rechts,CDA
25852357,M,(Gematigd) rechts,D66
25857711,M,Midden,Weet ik (nog) niet
25845841,M,(Gematigd) links,D66
25849637,M,(Gematigd) links,ChristenUnie
25831816,M,Midden,ChristenUnie
25842994,M,Midden,Weet ik (nog) niet
25835206,F,(Gematigd) links,SP
25843367,M,(Gematigd) rechts,VVD
25860788,M,(Gematigd) links,PvdA
25830203,M,(Gematigd) links,Weet ik (nog) niet
25850266,M,(Gematigd) links,PvdA
25857251,M,(Gematigd) links,D66
25857675,F,(Gematigd) links,PvdA
25853430,M,Midden,CDA
25850752,F,(Gematigd) links,GroenLinks
25855236,F,(Gematigd) links,PvdA
25833053,M,(Gematigd) links,PvdA
25868737,M,(Gematigd) rechts,VVD
25831805,M,(Gematigd) rechts,Weet ik (nog) niet
25841754,M,(Gematigd) rechts,CDA
25864594,M,(Gematigd) links,Weet ik (nog) niet
25859234,M,Midden,CDA
25844556,M,Midden,VVD
25852665,M,(Gematigd) links,PvdA
25853804,F,(Gematigd) links,D66
25837516,M,Midden,CDA
25863281,M,(Gematigd) links,ChristenUnie
25848152,M,Midden,Weet ik (nog) niet
25841875,F,(Gematigd) links,GroenLinks
25851797,F,Midden,Weet ik (nog) niet
25841796,M,(Gematigd) links,GroenLinks
25838242,F,(Gematigd) links,GroenLinks
25854226,M,(Gematigd) rechts,Forum voor Democratie
25858783,M,(Gematigd) links,PvdA
25841377,F,Midden,SP
25866814,M,(Gematigd) rechts,VVD
25833408,M,(Gematigd) links,Wil ik niet zeggen
25856313,F,Midden,CDA
25836516,F,Midden,PvdA
25842478,F,Midden,Weet ik (nog) niet
25839525,F,(Gematigd) links,Weet ik (nog) niet
25840496,F,(Gematigd) links,Weet ik (nog) niet
25836674,M,(Gematigd) links,50 Plus
25835410,M,(Gematigd) links,PvdA
25844175,M,(Gematigd) links,D66
25840165,M,(Gematigd) links,PvdA
25837568,M,Midden,ChristenUnie
25837111,M,Midden,CDA
25834933,M,Midden,ChristenUnie
25861000,M,(Gematigd) links,Weet ik (nog) niet
25862324,F,(Gematigd) links,D66
25841014,M,(Gematigd) links,PvdA
25832085,F,(Gematigd) links,PvdA
25868663,M,(Gematigd) links,50 Plus
25829632,M,(Gematigd) rechts,50 Plus
25844157,F,(Gematigd) links,PvdA
25855258,F,(Gematigd) links,Weet ik (nog) niet
25840344,M,(Gematigd) rechts,CDA
25859707,M,(Gematigd) rechts,Weet ik (nog) niet
25833044,F,Midden,Weet ik (nog) niet
25858010,M,(Gematigd) rechts,CDA
25845947,F,(Gematigd) rechts,Weet ik (nog) niet
25856331,M,(Gematigd) links,GroenLinks
25830418,M,(Gematigd) rechts,Forum voor Democratie
25838073,M,Midden,Weet ik (nog) niet
25866790,M,(Gematigd) links,Partij voor de Dieren
25855476,M,Midden,VVD
25846785,M,Midden,Weet ik (nog) niet
25863042,M,(Gematigd) links,PvdA
25855702,M,(Gematigd) rechts,PVV
25841551,M,(Gematigd) rechts,SGP
25856895,M,Midden,D66
25838493,M,(Gematigd) links,PvdA
25829806,M,Midden,CDA
25854308,M,(Gematigd) rechts,VVD
25862455,M,(Gematigd) links,D66
25859298,F,(Gematigd) rechts,CDA
25854934,M,Midden,Weet ik (nog) niet
25838328,M,(Gematigd) links,PvdA
25867640,M,(Gematigd) rechts,Weet ik (nog) niet
25858680,M,Midden,Weet ik (nog) niet
25863461,M,(Gematigd) links,GroenLinks
25836870,F,Midden,CDA
25831094,M,Midden,CDA
25832051,M,(Gematigd) links,PvdA
25845544,F,(Gematigd) links,PvdA
25839653,F,Extreemlinks,GroenLinks
25859635,M,(Gematigd) rechts,CDA
25846058,M,(Gematigd) links,Weet ik (nog) niet
25840404,F,(Gematigd) links,Weet ik (nog) niet
25842909,M,(Gematigd) rechts,Forum voor Democratie
25831200,F,Midden,Wil ik niet zeggen
25838139,M,(Gematigd) links,Wil ik niet zeggen
25835109,M,(Gematigd) rechts,VVD
25841356,F,(Gematigd) rechts,Weet ik (nog) niet
25861784,F,(Gematigd) rechts,CDA
25868314,M,(Gematigd) links,D66
25851447,F,(Gematigd) rechts,VVD
25861884,M,Midden,D66
25864229,F,Midden,Weet ik (nog) niet
25852074,M,(Gematigd) links,PvdA
25851042,M,(Gematigd) links,ChristenUnie
25865119,F,(Gematigd) links,Weet ik (nog) niet
25841946,F,Midden,D66
25849370,F,(Gematigd) links,PvdA
25830653,M,Midden,CDA
25864536,M,Midden,CDA
25832283,M,(Gematigd) rechts,Forum voor Democratie
25862736,M,Midden,CDA
25854657,M,Midden,CDA
25849894,M,Midden,CDA
25859795,M,(Gematigd) links,GroenLinks
25850857,M,(Gematigd) links,GroenLinks
25835144,F,Midden,Wil ik niet zeggen
25848247,F,(Gematigd) links,GroenLinks
25865389,F,Midden,CDA
25840024,M,(Gematigd) links,D66
25865862,M,(Gematigd) links,PvdA
25856585,M,(Gematigd) rechts,Forum voor Democratie
25867975,F,Midden,ChristenUnie
25848191,M,(Gematigd) links,Partij voor de Dieren
25864944,M,(Gematigd) links,Wil ik niet zeggen
25854293,F,Midden,Wil ik niet zeggen
25833019,M,Midden,CDA
25842906,M,(Gematigd) rechts,Weet ik (nog) niet
25837497,M,(Gematigd) links,Weet ik (nog) niet
25834027,F,Midden,Weet ik (nog) niet
25864040,F,Midden,CDA
25845321,F,Midden,Partij voor de Dieren
25852891,M,(Gematigd) links,50 Plus
25868524,M,(Gematigd) links,PvdA
25850795,M,(Gematigd) rechts,CDA
25835309,M,(Gematigd) rechts,CDA
25851024,F,Midden,Partij voor de Dieren
25841688,M,Midden,D66
25847544,M,Midden,Partij voor de Dieren
25856368,M,(Gematigd) links,PvdA
25829680,M,(Gematigd) links,Weet ik (nog) niet
25831505,F,(Gematigd) links,GroenLinks
25831004,M,Midden,PvdA
25844877,M,(Gematigd) links,ChristenUnie
25849518,F,(Gematigd) links,PvdA
25853421,F,Midden,VVD
25844583,M,(Gematigd) links,PvdA
25830685,M,Midden,Wil ik niet zeggen
25847052,F,(Gematigd) links,D66
25859036,M,(Gematigd) links,PvdA
25829057,M,(Gematigd) links,PvdA
25862322,M,(Gematigd) links,Weet ik (nog) niet
25844004,F,Midden,VVD
25862910,M,(Gematigd) links,GroenLinks
25835928,F,(Gematigd) links,Weet ik (nog) niet
25844509,F,Midden,CDA
25831327,M,(Gematigd) rechts,VVD
25853825,F,Midden,Wil ik niet zeggen
25867123,M,Midden,Partij voor de Dieren
25854956,M,(Gematigd) links,PvdA
25866263,M,(Gematigd) rechts,Weet ik (nog) niet
25846248,M,(Gematigd) links,PvdA
25831487,M,(Gematigd) links,GroenLinks
25848146,F,Midden,CDA
25834511,M,Midden,Wil ik niet zeggen
25858595,M,(Gematigd) links,PvdA
25840967,M,(Gematigd) rechts,PVV
25868873,M,Midden,CDA
25835349,F,(Gematigd) rechts,Wil ik niet zeggen
25836914,F,Midden,CDA
25833677,M,Midden,PvdA
25865524,F,(Gematigd) links,GroenLinks
25867447,M,(Gematigd) rechts,Weet ik (nog) niet
25845805,F,(Gematigd) links,GroenLinks
25853527,M,Midden,CDA
25839375,F,Midden,D66
25829827,F,Midden,Partij voor de Dieren
25834227,F,(Gematigd) rechts,Weet ik (nog) niet
25837571,F,(Gematigd) rechts,VVD
25841128,M,(Gematigd) links,PvdA
25832164,F,Midden,CDA
25868077,M,(Gematigd) links,D66
25852502,F,(Gematigd) links,Weet ik (nog) niet
25829897,F,(Gematigd) links,PvdA
25828500,F,(Gematigd) links,Wil ik niet zeggen
25840063,M,Midden,CDA
25833284,M,(Gematigd) links,Partij voor de Dieren
25836393,F,(Gematigd) links,D66
25853884,M,(Gematigd) rechts,ChristenUnie
25834483,M,Midden,50 Plus
25853083,F,(Gematigd) links,Weet ik (nog) niet
25865512,F,(Gematigd) links,PvdA
25839465,M,Midden,CDA
25828518,M,(Gematigd) links,Wil ik niet zeggen
25857018,F,(Gematigd) links,Weet ik (nog) niet
25863679,M,Midden,Weet ik (nog) niet
25861895,M,(Gematigd) rechts,PvdA
25861549,M,(Gematigd) links,PvdA
25828477,M,(Gematigd) links,GroenLinks
25847338,M,(Gematigd) links,PvdA
25856890,M,(Gematigd) links,PvdA
25851062,M,(Gematigd) links,D66
25842876,M,(Gematigd) links,Wil ik niet zeggen
25848443,M,(Gematigd) rechts,CDA
25861244,F,(Gematigd) links,SP
25855149,F,(Gematigd) links,GroenLinks
25868458,M,(Gematigd) links,PvdA
25838574,F,Midden,Wil ik niet zeggen
25855361,M,Midden,ChristenUnie
25839850,F,(Gematigd) links,Weet ik (nog) niet
25868800,F,Midden,Weet ik (nog) niet
25855063,M,(Gematigd) links,D66
25839276,F,(Gematigd) links,GroenLinks
25854948,M,(Gematigd) rechts,VVD
25866343,M,(Gematigd) links,Partij voor de Dieren
25840930,M,(Gematigd) rechts,PVV
25847427,M,(Gematigd) links,GroenLinks
25847291,F,Extreemlinks,GroenLinks
25839819,M,(Gematigd) links,GroenLinks
25837513,M,(Gematigd) rechts,VVD
25834316,M,(Gematigd) links,PvdA
25852784,F,(Gematigd) links,PvdA
25843378,F,Midden,PvdA
25838699,F,(Gematigd) links,GroenLinks
25866437,M,(Gematigd) links,PvdA
25830195,M,(Gematigd) links,PvdA
25835037,M,(Gematigd) links,GroenLinks
25868182,M,(Gematigd) links,GroenLinks
25837580,F,(Gematigd) links,GroenLinks
25866974,F,(Gematigd) links,50 Plus
25853768,F,(Gematigd) links,PvdA
25841941,M,(Gematigd) links,PvdA
25867217,M,(Gematigd) rechts,VVD
25849659,M,(Gematigd) links,SP
25837801,M,(Gematigd) links,PvdA
25854196,M,(Gematigd) links,PvdA
25847759,M,(Gematigd) links,PvdA
25829537,M,(Gematigd) links,GroenLinks
25843860,M,Midden,"Andere partij, namelijk:"
25849254,F,Midden,Weet ik (nog) niet
25850505,M,(Gematigd) links,Blanco / ongeldig
25859291,M,Midden,VVD
25866063,M,(Gematigd) links,GroenLinks
25844331,M,(Gematigd) links,Ik zou niet gaan stemmen
25855923,F,(Gematigd) links,PvdA
25858976,M,Midden,D66
25858906,F,Midden,PvdA
25840341,F,Midden,D66
25832594,M,(Gematigd) links,D66
25830683,F,Midden,SP
25829652,M,(Gematigd) rechts,D66
25848656,M,Midden,D66
25862347,M,(Gematigd) links,PvdA
25858964,F,Midden,VVD
25861633,M,Midden,50 Plus
25860783,F,(Gematigd) links,GroenLinks
25861529,F,Midden,PvdA
25855597,M,Midden,CDA
25846633,F,Midden,VVD
25853657,M,(Gematigd) links,GroenLinks
25856456,M,(Gematigd) rechts,D66
25863184,M,(Gematigd) links,50 Plus
25832057,M,(Gematigd) links,SP
25852664,M,(Gematigd) links,D66
25834310,F,(Gematigd) links,PvdA
25835242,F,Extreemlinks,ChristenUnie
25854629,M,Midden,Weet ik (nog) niet
25835368,M,(Gematigd) links,PvdA
25856946,F,(Gematigd) links,GroenLinks
25829958,M,(Gematigd) links,PvdA
25866746,F,Midden,PvdA
25841526,M,(Gematigd) links,PvdA
25851905,M,(Gematigd) links,PvdA
25851289,M,Midden,CDA
25859607,M,(Gematigd) links,GroenLinks
25861213,F,(Gematigd) links,D66
25845244,M,Midden,50 Plus
25831636,M,(Gematigd) rechts,CDA
25867401,M,(Gematigd) links,GroenLinks
25834326,M,(Gematigd) links,PvdA
25844514,M,(Gematigd) links,Wil ik niet zeggen
25839999,M,(Gematigd) links,PvdA
25840826,M,(Gematigd) rechts,Forum voor Democratie
25859369,M,(Gematigd) rechts,Forum voor Democratie
25855066,M,Midden,D66
25857286,F,(Gematigd) links,PvdA
25846704,M,Midden,"Andere partij, namelijk:"
25832915,M,(Gematigd) links,SP
25864877,M,(Gematigd) links,Partij voor de Dieren
25853641,M,(Gematigd) links,GroenLinks
25845140,M,Midden,Weet ik (nog) niet
25835996,M,Midden,D66
25867540,M,(Gematigd) links,PvdA
25844907,F,Midden,VVD
25844817,M,(Gematigd) links,GroenLinks
25865385,F,Midden,Wil ik niet zeggen
25868028,M,(Gematigd) rechts,VVD
25855395,M,Midden,CDA
25856921,M,Midden,Weet ik (nog) niet
25851804,M,(Gematigd) links,D66
25835875,F,(Gematigd) links,PvdA
25844727,M,(Gematigd) links,PvdA
25841412,M,(Gematigd) links,GroenLinks
25837314,M,Midden,SP
25860838,F,Midden,Wil ik niet zeggen
25843067,M,Midden,VVD
25840174,M,Midden,ChristenUnie
25865348,M,(Gematigd) links,PvdA
25829957,M,(Gematigd) links,GroenLinks
25868000,M,Midden,VVD
25865227,F,(Gematigd) links,VVD
25860041,M,(Gematigd) links,Ik zou niet gaan stemmen
25868404,M,Midden,CDA
25841318,M,(Gematigd) links,Weet ik (nog) niet
25852949,F,(Gematigd) links,PvdA
25863914,M,(Gematigd) rechts,VVD
25857559,M,(Gematigd) links,GroenLinks
25860967,M,Midden,Wil ik niet zeggen
25851552,F,(Gematigd) links,D66
25868085,M,(Gematigd) rechts,GroenLinks
25839947,M,Midden,PvdA
25849464,M,(Gematigd) links,SP
25850262,M,(Gematigd) rechts,VVD
25862299,M,Midden,ChristenUnie
25867277,M,(Gematigd) links,PvdA
25855636,M,(Gematigd) rechts,Wil ik niet zeggen
25828636,M,Midden,50 Plus
25835623,M,(Gematigd) links,PvdA
25859976,M,(Gematigd) links,GroenLinks
25835224,M,(Gematigd) links,GroenLinks
25835974,M,Midden,ChristenUnie
25854851,F,(Gematigd) links,GroenLinks
25865551,M,Midden,Weet ik (nog) niet
25846231,M,(Gematigd) links,GroenLinks
25851512,M,(Gematigd) links,PvdA
25862301,F,(Gematigd) links,PvdA
25857451,M,(Gematigd) links,GroenLinks
25854758,M,(Gematigd) rechts,Forum voor Democratie
25830636,M,(Gematigd) links,PvdA
25830893,M,(Gematigd) links,GroenLinks
25838127,M,(Gematigd) links,GroenLinks
25830667,M,Midden,CDA
25854519,M,(Gematigd) rechts,Wil ik niet zeggen
25845714,M,(Gematigd) links,PvdA
25854979,M,Midden,D66
25838986,M,(Gematigd) links,GroenLinks
25865226,M,Midden,Weet ik (nog) niet
25866304,M,(Gematigd) links,PvdA
25864453,F,(Gematigd) rechts,VVD
25833846,M,(Gematigd) rechts,Wil ik niet zeggen
25829814,M,(Gematigd) rechts,Forum voor Democratie
25856021,M,Midden,PvdA
25836486,M,(Gematigd) links,PvdA
25835168,M,(Gematigd) links,VVD
25858494,M,(Gematigd) rechts,Forum voor Democratie
25840380,F,(Gematigd) links,GroenLinks
25834525,M,(Gematigd) links,SP
25857934,F,Midden,Weet ik (nog) niet
25828876,M,Midden,Wil ik niet zeggen
25840082,M,(Gematigd) links,PvdA
25848691,M,Midden,ChristenUnie
25852583,M,(Gematigd) rechts,Forum voor Democratie
25860962,M,(Gematigd) links,GroenLinks
25846954,M,(Gematigd) links,GroenLinks
25839335,M,Midden,VVD
25838525,M,Midden,CDA
25852411,M,Midden,50 Plus
25842844,F,Midden,SP
25865115,M,(Gematigd) links,PvdA
25866265,M,(Gematigd) rechts,VVD
25848690,M,(Gematigd) rechts,ChristenUnie
25828719,F,(Gematigd) links,PvdA
25853991,M,(Gematigd) links,D66
25844829,M,Midden,Forum voor Democratie
25859264,F,Midden,ChristenUnie
25835316,M,Midden,CDA
25866801,M,(Gematigd) links,PvdA
25866556,M,(Gematigd) links,Partij voor de Dieren
25833905,M,(Gematigd) links,PvdA
25855791,M,(Gematigd) links,GroenLinks
25867512,M,Midden,Weet ik (nog) niet
25832018,M,(Gematigd) rechts,50 Plus
25858493,M,(Gematigd) rechts,VVD
25850828,F,(Gematigd) links,PvdA
25854541,M,(Gematigd) rechts,VVD
25846063,M,(Gematigd) rechts,50 Plus
25847027,M,(Gematigd) links,PvdA
25839399,M,(Gematigd) links,ChristenUnie
25841159,M,(Gematigd) links,PvdA
25856912,M,(Gematigd) links,PvdA
25853207,M,(Gematigd) links,D66
25841301,M,(Gematigd) rechts,Forum voor Democratie
25833710,F,Midden,VVD
25845387,F,(Gematigd) links,GroenLinks
25857092,M,(Gematigd) links,GroenLinks
25841831,F,(Gematigd) links,PvdA
25831593,M,(Gematigd) rechts,CDA
25863239,M,(Gematigd) links,Partij voor de Dieren
25862958,M,(Gematigd) rechts,Forum voor Democratie
25855773,F,(Gematigd) links,GroenLinks
25843497,M,Midden,D66
25842492,M,(Gematigd) links,PvdA
25865191,M,(Gematigd) links,PvdA
25842699,M,(Gematigd) links,PvdA
25852257,M,(Gematigd) links,D66
25857353,F,(Gematigd) links,PvdA
25862630,M,(Gematigd) links,D66
25834943,M,(Gematigd) rechts,CDA
25859202,M,Midden,D66
25839125,M,Midden,50 Plus
25847709,M,Midden,CDA
25867043,F,(Gematigd) links,PvdA
25859706,F,Midden,ChristenUnie
25851388,F,Midden,Forum voor Democratie
25851009,M,Midden,ChristenUnie
25849990,F,Midden,Partij voor de Dieren
25846357,M,(Gematigd) links,GroenLinks
25859322,M,(Gematigd) links,Wil ik niet zeggen
25861443,F,(Gematigd) rechts,Wil ik niet zeggen
25845239,M,Midden,CDA
25849271,M,Midden,VVD
25864700,M,(Gematigd) links,GroenLinks
25831522,M,(Gematigd) links,GroenLinks
25859013,M,(Gematigd) links,ChristenUnie
25854798,M,Midden,Weet ik (nog) niet
25836728,M,Extreemlinks,GroenLinks
25836238,M,(Gematigd) links,PvdA
25847885,M,(Gematigd) links,ChristenUnie
25864444,F,Midden,Weet ik (nog) niet
25844998,M,(Gematigd) rechts,Wil ik niet zeggen
25846459,M,Midden,VVD
25854133,M,(Gematigd) links,D66
25846309,M,(Gematigd) links,GroenLinks
25862199,M,(Gematigd) links,SP
25859966,M,Midden,Forum voor Democratie
25843991,M,(Gematigd) links,SP
25848277,F,(Gematigd) links,GroenLinks
25859614,M,(Gematigd) rechts,CDA
25843782,F,Midden,Partij voor de Dieren
25846763,M,Midden,Wil ik niet zeggen
25841668,M,(Gematigd) links,PvdA
25842455,F,Midden,Wil ik niet zeggen
25865380,F,(Gematigd) rechts,VVD
25838115,M,(Gematigd) rechts,SP
25842328,F,Midden,VVD
25858501,F,(Gematigd) links,D66
25839168,M,(Gematigd) links,GroenLinks
25842172,M,(Gematigd) rechts,CDA
25859602,M,(Gematigd) links,Forum voor Democratie
25843999,M,Midden,CDA
25860742,M,(Gematigd) rechts,CDA
25866516,M,(Gematigd) links,SP
25856221,F,Midden,ChristenUnie
25828689,M,(Gematigd) links,D66
25865423,M,(Gematigd) rechts,VVD
25862699,F,(Gematigd) rechts,VVD
25837970,F,Midden,50 Plus
25834632,M,(Gematigd) links,Weet ik (nog) niet
25857962,F,(Gematigd) rechts,50 Plus
25862974,F,Midden,SP
25847518,F,(Gematigd) links,GroenLinks
25861190,F,(Gematigd) rechts,PVV
25868730,F,Midden,50 Plus
25859315,M,Midden,ChristenUnie
25851989,M,(Gematigd) links,PvdA
25857958,M,(Gematigd) links,Wil ik niet zeggen
25849656,F,(Gematigd) rechts,Weet ik (nog) niet
25847301,M,(Gematigd) links,D66
25843143,F,Midden,VVD
25855176,M,Midden,D66
25852504,M,(Gematigd) links,PvdA
25833473,M,Midden,CDA
25866293,F,(Gematigd) links,SP
25842644,M,(Gematigd) links,PvdA
25840250,F,(Gematigd) links,D66
25859318,M,Midden,Weet ik (nog) niet
25865730,M,(Gematigd) rechts,CDA
25861950,M,(Gematigd) links,GroenLinks
25834062,F,(Gematigd) links,GroenLinks
25854894,M,(Gematigd) links,SP
25843698,M,Midden,CDA
25866037,M,(Gematigd) rechts,Partij voor de Dieren
25834622,M,(Gematigd) links,Weet ik (nog) niet
25861629,F,(Gematigd) links,Weet ik (nog) niet
25830349,M,(Gematigd) links,PvdA
25851760,M,Midden,CDA
25857539,M,(Gematigd) links,PvdA
25854261,F,(Gematigd) links,SP
25837619,M,Midden,Forum voor Democratie
25852293,M,(Gematigd) links,PvdA
25854912,M,(Gematigd) links,PvdA
25844484,M,(Gematigd) links,PvdA
25840838,M,Midden,D66
25836428,M,(Gematigd) rechts,Weet ik (nog) niet
25837305,F,(Gematigd) links,GroenLinks
25840058,M,(Gematigd) links,PvdA
25834599,M,Midden,ChristenUnie
25858293,M,(Gematigd) rechts,VVD
25855878,M,(Gematigd) rechts,VVD
25834025,M,Midden,VVD
25851802,F,(Gematigd) rechts,Wil ik niet zeggen
25836039,F,(Gematigd) links,GroenLinks
25845573,M,(Gematigd) links,D66
25844628,M,Midden,CDA
25865179,M,Midden,D66
25829725,F,Midden,VVD
25853267,F,Midden,CDA
25828827,M,(Gematigd) rechts,VVD
25847450,M,(Gematigd) links,PvdA
25839319,M,Midden,Weet ik (nog) niet
25854434,M,Midden,Weet ik (nog) niet
25856998,M,(Gematigd) links,GroenLinks
25860389,M,Midden,CDA
25863025,F,(Gematigd) links,PvdA
25868670,F,(Gematigd) rechts,VVD
25864288,F,(Gematigd) links,GroenLinks
25864087,F,(Gematigd) links,GroenLinks
25847958,M,(Gematigd) links,D66
25844047,F,Midden,CDA
25834766,M,Midden,CDA
25867158,M,(Gematigd) links,PvdA
25832339,F,(Gematigd) links,Partij voor de Dieren
25844513,M,Midden,50 Plus
25852220,M,(Gematigd) links,GroenLinks
25856206,M,(Gematigd) links,GroenLinks
25833073,M,(Gematigd) rechts,VVD
25860975,M,(Gematigd) links,D66
25866803,F,(Gematigd) links,PvdA
25864581,F,Midden,D66
25865334,M,(Gematigd) rechts,VVD
25829992,F,(Gematigd) links,GroenLinks
25858187,M,Midden,D66
25843056,F,Midden,SP
25831568,M,Midden,CDA
25862351,M,(Gematigd) links,ChristenUnie
25841534,F,(Gematigd) rechts,VVD
25853219,M,Midden,SP
25851204,M,(Gematigd) links,GroenLinks
25858936,M,(Gematigd) links,PvdA
25832300,M,Midden,VVD
25834866,M,Midden,ChristenUnie
25841853,M,(Gematigd) rechts,VVD
25866349,M,(Gematigd) links,Weet ik (nog) niet
25863795,M,Midden,VVD
25852358,M,(Gematigd) rechts,VVD
25855895,M,Midden,50 Plus
25853196,M,Midden,D66
25828524,F,(Gematigd) rechts,Wil ik niet zeggen
25850908,M,Midden,50 Plus
25834120,M,Midden,Weet ik (nog) niet
25841714,M,(Gematigd) links,PvdA
25836117,M,(Gematigd) rechts,Forum voor Democratie
25844019,M,(Gematigd) links,GroenLinks
25868587,M,(Gematigd) links,GroenLinks
25845121,M,(Gematigd) links,PvdA
25851571,F,Midden,VVD
25831672,M,(Gematigd) links,Partij voor de Dieren
25862280,M,(Gematigd) links,D66
25861921,M,(Gematigd) rechts,Forum voor Democratie
25846964,M,(Gematigd) rechts,VVD
25850626,M,Midden,CDA
25861198,F,Midden,D66
25831692,M,(Gematigd) links,PvdA
25832367,F,Midden,CDA
25828575,M,(Gematigd) links,SP
25853534,M,(Gematigd) links,Weet ik (nog) niet
25830658,F,(Gematigd) links,SP
25838339,M,(Gematigd) rechts,Forum voor Democratie
25858341,M,(Gematigd) rechts,Forum voor Democratie
25837976,M,(Gematigd) links,GroenLinks
25834127,M,Midden,CDA
25829606,F,Extreemlinks,Partij voor de Dieren
25860257,M,Midden,CDA
25867029,M,Midden,ChristenUnie
25847677,M,(Gematigd) rechts,CDA
25848089,M,Midden,VVD
25866211,M,Midden,CDA
25855681,M,(Gematigd) links,PvdA
25861758,M,(Gematigd) links,GroenLinks
25867953,F,(Gematigd) links,PvdA
25848705,M,(Gematigd) links,PvdA
25845524,M,(Gematigd) rechts,Weet ik (nog) niet
25853466,F,(Gematigd) links,Weet ik (nog) niet
25837784,M,Midden,Forum voor Democratie
25832041,M,(Gematigd) links,PvdA
25831643,M,(Gematigd) rechts,50 Plus
25864190,M,(Gematigd) links,PvdA
25866713,M,Midden,CDA
25831687,F,Midden,CDA
25847939,M,(Gematigd) links,SP
25856035,M,Midden,Wil ik niet zeggen
25851641,M,Extreemlinks,GroenLinks
25867695,F,Midden,VVD
25842399,M,(Gematigd) links,50 Plus
25835476,M,Midden,CDA
25851200,M,(Gematigd) rechts,CDA
25861861,F,(Gematigd) links,Partij voor de Dieren
25851971,M,(Gematigd) links,D66
25862942,M,(Gematigd) rechts,Forum voor Democratie
25831426,M,(Gematigd) links,PvdA
25851856,M,Midden,ChristenUnie
25862742,M,Midden,CDA
25842754,M,(Gematigd) links,GroenLinks
25845291,M,(Gematigd) links,CDA
25859949,M,(Gematigd) rechts,Forum voor Democratie
25851608,M,(Gematigd) rechts,Forum voor Democratie
25856583,M,(Gematigd) links,PvdA
25842134,F,Midden,CDA
25828504,M,Midden,CDA
25847447,F,(Gematigd) links,GroenLinks
25867575,M,(Gematigd) rechts,VVD
25844991,M,(Gematigd) rechts,VVD
25837389,M,(Gematigd) rechts,VVD
25851394,F,(Gematigd) links,Partij voor de Dieren
25854731,F,(Gematigd) rechts,50 Plus
25855325,M,(Gematigd) links,GroenLinks
25853954,M,Midden,CDA
25849715,M,(Gematigd) links,PvdA
25851220,M,(Gematigd) links,SP
25850498,M,Midden,Ik zou niet gaan stemmen
25857096,M,(Gematigd) rechts,Forum voor Democratie
25864461,M,(Gematigd) rechts,VVD
25866618,M,Midden,VVD
25840190,M,Midden,PvdA
25844211,M,Midden,D66
25844155,M,(Gematigd) rechts,VVD
25860428,M,Midden,D66
25842899,M,(Gematigd) rechts,PVV
25854229,M,(Gematigd) rechts,SGP
25834808,M,(Gematigd) links,GroenLinks
25864410,F,(Gematigd) links,SP
